chromosome,start,end,name,strand,type,gene
1,736259,745541,ENSG00000230092.3,-,pseudogene,RP11-206L10.8
1,738532,739137,ENSG00000269831.1,-,protein_coding,AL669831.1
1,745489,753092,ENSG00000240453.1,-,processed_transcript,RP11-206L10.10
1,752751,755214,ENSG00000177757.1,+,lincRNA,FAM87B
1,761586,762902,ENSG00000225880.4,-,lincRNA,LINC00115
1,762988,794826,ENSG00000228794.4,+,processed_transcript,RP11-206L10.11
1,803451,812283,ENSG00000230368.2,-,lincRNA,FAM41C
1,808672,809729,ENSG00000234711.1,+,pseudogene,TUBB8P11
1,818043,819983,ENSG00000269308.1,+,protein_coding,AL645608.2
1,840214,851356,ENSG00000272438.1,+,lincRNA,RP11-54O7.16
1,846815,850328,ENSG00000230699.2,+,lincRNA,RP11-54O7.1
1,849551,850351,ENSG00000241180.1,+,lincRNA,RP11-54O7.2
1,852245,856396,ENSG00000223764.2,-,lincRNA,RP11-54O7.3
1,860260,879955,ENSG00000187634.6,+,protein_coding,SAMD11
1,861264,866445,ENSG00000268179.1,-,protein_coding,AL645608.1
1,879584,894689,ENSG00000188976.6,-,protein_coding,NOC2L
1,895967,901095,ENSG00000187961.9,+,protein_coding,KLHL17
1,901877,911245,ENSG00000187583.6,+,protein_coding,PLEKHN1
1,910579,917497,ENSG00000187642.5,-,protein_coding,C1orf170
1,931346,933431,ENSG00000272512.1,-,lincRNA,RP11-54O7.17
1,934342,935552,ENSG00000188290.6,-,protein_coding,HES4
1,943456,943609,ENSG00000231702.2,-,pseudogene,RP11-54O7.10
1,947377,948573,ENSG00000224969.1,-,antisense,RP11-54O7.11
1,948803,949920,ENSG00000187608.5,+,protein_coding,ISG15
1,955503,991496,ENSG00000188157.9,+,protein_coding,AGRN
1,990413,991496,ENSG00000242590.1,+,sense_intronic,RP11-54O7.14
1,995114,1004735,ENSG00000217801.5,+,pseudogene,RP11-465B22.3
1,997588,998668,ENSG00000273443.1,-,lincRNA,RP11-54O7.18
1,1006346,1009687,ENSG00000237330.2,-,protein_coding,RNF223
1,1017198,1051741,ENSG00000131591.13,-,protein_coding,C1orf159
1,1072397,1079436,ENSG00000223823.1,+,lincRNA,RP11-465B22.5
1,1102484,1102578,ENSG00000207730.1,+,miRNA,MIR200B
1,1103243,1103332,ENSG00000207607.1,+,miRNA,MIR200A
1,1104385,1104467,ENSG00000198976.1,+,miRNA,MIR429
1,1104737,1105723,ENSG00000272141.1,+,lincRNA,RP11-465B22.8
1,1108436,1114935,ENSG00000205231.1,-,antisense,TTLL10-AS1
1,1109264,1133315,ENSG00000162571.9,+,protein_coding,TTLL10
1,1138888,1142071,ENSG00000186891.9,-,protein_coding,TNFRSF18
1,1146706,1149518,ENSG00000186827.6,-,protein_coding,TNFRSF4
1,1152288,1167411,ENSG00000078808.12,-,protein_coding,SDF4
1,1167629,1170421,ENSG00000176022.3,+,protein_coding,B3GALT6
1,1177826,1182102,ENSG00000184163.3,-,protein_coding,FAM132A
1,1185157,1186714,ENSG00000260179.1,-,lincRNA,RP5-902P8.12
1,1189289,1209265,ENSG00000160087.16,-,protein_coding,UBE2J2
1,1210603,1215800,ENSG00000230415.1,+,lincRNA,RP5-902P8.10
1,1215816,1227409,ENSG00000162572.15,+,protein_coding,SCNN1D
1,1227756,1244989,ENSG00000131584.14,-,protein_coding,ACAP3
1,1243947,1247057,ENSG00000169972.7,+,protein_coding,PUSL1
1,1246965,1260071,ENSG00000127054.14,-,protein_coding,CPSF3L
1,1252961,1254069,ENSG00000240731.1,-,sense_intronic,RP5-890O3.9
1,1260136,1264277,ENSG00000224051.2,+,protein_coding,GLTPD1
1,1266694,1270686,ENSG00000169962.4,+,protein_coding,TAS1R3
1,1270656,1284730,ENSG00000107404.13,-,protein_coding,DVL1
1,1288069,1297157,ENSG00000162576.12,-,protein_coding,MXRA8
1,1309110,1310875,ENSG00000175756.9,-,protein_coding,AURKAIP1
1,1314046,1314412,ENSG00000223663.2,+,pseudogene,RP5-890O3.3
1,1321091,1334708,ENSG00000221978.7,-,protein_coding,CCNL2
1,1334902,1337426,ENSG00000224870.3,+,protein_coding,RP4-758J18.2
1,1337288,1342693,ENSG00000242485.1,-,protein_coding,MRPL20
1,1340841,1341132,ENSG00000264293.1,-,misc_RNA,RN7SL657P
1,1344476,1345998,ENSG00000272455.1,+,lincRNA,RP4-758J18.13
1,1353800,1357149,ENSG00000235098.4,-,protein_coding,ANKRD65
1,1355625,1358071,ENSG00000225905.1,+,antisense,RP4-758J18.7
1,1361508,1363167,ENSG00000205116.3,+,protein_coding,TMEM88B
1,1365919,1369953,ENSG00000225285.1,-,lincRNA,RP4-758J18.10
1,1370241,1378262,ENSG00000179403.10,+,protein_coding,VWA1
1,1385069,1405538,ENSG00000215915.5,+,protein_coding,ATAD3C
1,1407143,1433228,ENSG00000160072.15,+,protein_coding,ATAD3B
1,1447531,1470067,ENSG00000197785.9,+,protein_coding,ATAD3A
1,1470554,1475833,ENSG00000205090.4,-,protein_coding,TMEM240
1,1477053,1510249,ENSG00000160075.10,-,protein_coding,SSU72
1,1497726,1499904,ENSG00000215791.2,-,pseudogene,AL645728.2
1,1510355,1511373,ENSG00000215014.3,+,protein_coding,AL645728.1
1,1515136,1515379,ENSG00000236684.1,+,pseudogene,AL645728.3
1,1533392,1535476,ENSG00000228594.1,-,protein_coding,C1orf233
1,1549138,1551175,ENSG00000272106.1,-,antisense,RP11-345P4.9
1,1550795,1565990,ENSG00000197530.8,+,protein_coding,MIB2
1,1567474,1570639,ENSG00000189409.8,+,protein_coding,MMP23B
1,1570603,1590473,ENSG00000248333.3,-,protein_coding,CDK11B
1,1590786,1594063,ENSG00000272004.1,+,antisense,RP11-345P4.10
1,1592939,1624167,ENSG00000189339.7,-,protein_coding,SLC35E2B
1,1603429,1604850,ENSG00000269737.1,+,antisense,RP11-345P4.7
1,1604714,1605836,ENSG00000269227.1,+,pseudogene,RP11-345P4.6
1,1631369,1633249,ENSG00000215914.3,+,pseudogene,MMP23A
1,1634169,1655766,ENSG00000008128.18,-,protein_coding,CDK11A
1,1634175,1669127,ENSG00000268575.1,-,processed_transcript,RP1-283E3.8
1,1655951,1668690,ENSG00000227775.3,+,pseudogene,RP1-283E3.4
1,1656277,1677431,ENSG00000215790.2,-,protein_coding,SLC35E2
1,1682671,1711896,ENSG00000008130.11,-,protein_coding,NADK
1,1716729,1822495,ENSG00000078369.13,-,protein_coding,GNB1
1,1822910,1824097,ENSG00000231050.1,+,antisense,RP1-140A9.1
1,1846266,1848735,ENSG00000169885.5,+,protein_coding,CALML6
1,1849029,1850712,ENSG00000178821.8,-,protein_coding,TMEM52
1,1853396,1935276,ENSG00000142609.13,-,protein_coding,C1orf222
1,1944652,1946969,ENSG00000233542.1,-,antisense,RP11-547D24.1
1,1950780,1962192,ENSG00000187730.6,+,protein_coding,GABRD
1,1980642,1981509,ENSG00000226969.1,-,antisense,RP11-547D24.3
1,1981909,2116834,ENSG00000067606.11,+,protein_coding,PRKCZ
1,2072523,2076718,ENSG00000271806.1,-,antisense,RP5-892K4.1
1,2113233,2115828,ENSG00000182873.4,-,antisense,RP11-181G12.2
1,2115903,2144159,ENSG00000162585.12,-,protein_coding,C1orf86
1,2121237,2123179,ENSG00000269554.1,+,protein_coding,AL590822.2
1,2143360,2145620,ENSG00000203301.2,-,protein_coding,AL590822.1
1,2143610,2144013,ENSG00000243558.1,-,lincRNA,RP11-181G12.5
1,2143962,2152177,ENSG00000234396.3,+,lincRNA,RP11-181G12.4
1,2160134,2241558,ENSG00000157933.9,+,protein_coding,SKI
1,2252692,2323146,ENSG00000116151.9,-,protein_coding,MORN1
1,2257640,2258132,ENSG00000272161.1,-,sense_intronic,RP4-713A8.1
1,2258581,2259042,ENSG00000269753.1,+,protein_coding,AL589739.1
1,2281853,2284259,ENSG00000269896.1,-,processed_transcript,RP4-740C4.6
1,2283083,2283296,ENSG00000238240.2,-,pseudogene,RP4-740C4.5
1,2294500,2295067,ENSG00000272420.1,-,sense_intronic,RP4-740C4.7
1,2306292,2306792,ENSG00000271921.1,-,sense_intronic,RP4-740C4.9
1,2309056,2309799,ENSG00000271847.1,-,sense_intronic,RP4-740C4.8
1,2316811,2319922,ENSG00000178642.5,+,pseudogene,AL513477.1
1,2323267,2336883,ENSG00000157916.14,+,protein_coding,RER1
1,2336236,2345236,ENSG00000157911.5,-,protein_coding,PEX10
1,2357419,2436969,ENSG00000149527.13,+,protein_coding,PLCH2
1,2423739,2424697,ENSG00000224387.1,-,antisense,RP3-395M20.2
1,2424876,2425918,ENSG00000229393.1,-,antisense,RP3-395M20.3
1,2439972,2458039,ENSG00000157881.9,-,protein_coding,PANK4
1,2460184,2461684,ENSG00000197921.5,-,protein_coding,HES5
1,2477904,2478899,ENSG00000272449.1,+,lincRNA,RP3-395M20.12
1,2481359,2488470,ENSG00000238164.2,-,processed_transcript,RP3-395M20.8
1,2487078,2496821,ENSG00000157873.13,+,protein_coding,TNFRSF14
1,2497849,2501327,ENSG00000225931.3,+,antisense,RP3-395M20.7
1,2512999,2515972,ENSG00000228037.1,+,antisense,RP3-395M20.9
1,2517930,2522908,ENSG00000157870.10,+,protein_coding,FAM213B
1,2522078,2564481,ENSG00000142606.11,-,protein_coding,MMEL1
1,2564007,2568059,ENSG00000237058.1,+,antisense,RP13-436F16.1
1,2567415,2718286,ENSG00000215912.7,-,protein_coding,TTC34
1,2728415,2729257,ENSG00000233234.1,-,lincRNA,RP11-740P5.2
1,2730997,2731563,ENSG00000231630.1,-,lincRNA,RP11-740P5.3
1,2938046,2939465,ENSG00000169717.5,+,protein_coding,ACTRT2
1,2976179,2985001,ENSG00000177133.6,-,antisense,LINC00982
1,2978523,2978959,ENSG00000256761.1,-,pseudogene,AL008733.1
1,2985732,3355185,ENSG00000142611.12,+,protein_coding,PRDM16
1,3049491,3050273,ENSG00000226286.1,-,antisense,RP1-163G9.2
1,3223200,3226660,ENSG00000272235.1,-,lincRNA,RP11-22L13.1
1,3370990,3397677,ENSG00000130762.10,+,protein_coding,ARHGEF16
1,3403810,3404191,ENSG00000272088.1,+,lincRNA,RP11-168F9.2
1,3406484,3528059,ENSG00000162591.11,-,protein_coding,MEGF6
1,3477259,3477354,ENSG00000207776.1,-,miRNA,MIR551A
1,3539754,3541307,ENSG00000238260.1,-,antisense,RP11-46F15.2
1,3541566,3546691,ENSG00000158109.10,+,protein_coding,TPRG1L
1,3547331,3569325,ENSG00000116213.11,-,protein_coding,WRAP73
1,3569084,3652765,ENSG00000078900.10,+,protein_coding,TP73
1,3575502,3585336,ENSG00000227589.1,-,antisense,RP5-1092A11.5
1,3628764,3630862,ENSG00000235131.1,-,antisense,RP5-1092A11.2
1,3652548,3663900,ENSG00000227372.6,-,antisense,TP73-AS1
1,3668962,3688209,ENSG00000162592.4,+,protein_coding,CCDC27
1,3689352,3692546,ENSG00000235169.3,+,protein_coding,SMIM1
1,3696784,3713068,ENSG00000130764.5,-,protein_coding,LRRC47
1,3699379,3699673,ENSG00000266075.1,+,misc_RNA,RN7SL574P
1,3701572,3702102,ENSG00000272153.1,+,antisense,RP1-286D6.5
1,3728645,3773778,ENSG00000116198.8,-,protein_coding,CEP104
1,3773845,3801993,ENSG00000169598.11,+,protein_coding,DFFB
1,3800628,3800697,ENSG00000264428.1,+,miRNA,AL691523.1
1,3805689,3816857,ENSG00000198912.6,-,protein_coding,C1orf174
1,3816936,3833789,ENSG00000236423.1,+,lincRNA,RP13-15E13.1
1,4000673,4015322,ENSG00000233304.1,+,lincRNA,RP13-614K11.1
1,4007209,4009040,ENSG00000226374.1,-,lincRNA,RP13-614K11.2
1,4235588,4235959,ENSG00000229280.1,-,pseudogene,RP11-374C13.1
1,4472111,4484747,ENSG00000235054.1,+,lincRNA,RP5-1166F10.1
1,4611795,4612205,ENSG00000227169.2,-,lincRNA,RP1-37J18.1
1,4631608,4643481,ENSG00000232596.1,+,lincRNA,RP1-37J18.2
1,4714792,4852594,ENSG00000196581.6,+,protein_coding,AJAP1
1,5146519,5150959,ENSG00000231510.1,-,lincRNA,RP11-542C10.1
1,5553038,5554734,ENSG00000260972.1,+,lincRNA,RP1-58B11.1
1,5624131,5624203,ENSG00000264341.1,+,miRNA,MIR4417
1,5647428,5728355,ENSG00000236948.1,-,lincRNA,RP11-154H17.1
1,5875931,5876019,ENSG00000216045.2,-,miRNA,AL356693.1
1,5922732,5922801,ENSG00000264101.1,-,miRNA,MIR4689
1,5922871,6052533,ENSG00000131697.13,-,protein_coding,NPHP4
1,5953899,5953984,ENSG00000266687.1,-,miRNA,AL356261.1
1,6051526,6161253,ENSG00000069424.10,+,protein_coding,KCNAB2
1,6100630,6101399,ENSG00000268332.1,-,protein_coding,AL035406.1
1,6161853,6240183,ENSG00000116254.13,-,protein_coding,CHD5
1,6241329,6269449,ENSG00000116251.5,-,protein_coding,RPL22
1,6264900,6265840,ENSG00000226944.1,-,antisense,RP1-120G22.11
1,6265535,6281359,ENSG00000158286.8,+,protein_coding,RNF207
1,6281253,6296032,ENSG00000116237.11,-,protein_coding,ICMT
1,6296300,6299504,ENSG00000225077.2,+,antisense,LINC00337
1,6304252,6305638,ENSG00000173673.7,+,protein_coding,HES3
1,6307406,6321035,ENSG00000158292.6,-,protein_coding,GPR153
1,6324329,6454451,ENSG00000097021.15,-,protein_coding,ACOT7
1,6453615,6454451,ENSG00000271746.1,+,antisense,RP1-202O8.3
1,6472478,6484730,ENSG00000069812.7,-,protein_coding,HES2
1,6484848,6521430,ENSG00000187017.10,+,protein_coding,ESPN
1,6489894,6489956,ENSG00000265392.1,-,miRNA,MIR4252
1,6503094,6507066,ENSG00000231868.1,-,antisense,RP1-202O8.2
1,6521211,6526255,ENSG00000215788.5,-,protein_coding,TNFRSF25
1,6526152,6580121,ENSG00000171680.16,-,protein_coding,PLEKHG5
1,6581407,6614595,ENSG00000162408.10,-,protein_coding,NOL9
1,6600914,6601024,ENSG00000253022.1,+,snRNA,RNU6-731P
1,6607965,6608679,ENSG00000229519.2,+,pseudogene,RP11-58A11.2
1,6615241,6639817,ENSG00000173662.15,+,protein_coding,TAS1R1
1,6640061,6649340,ENSG00000204859.7,+,protein_coding,ZBTB48
1,6650784,6674667,ENSG00000162413.12,-,protein_coding,KLHL21
1,6673745,6684093,ENSG00000116273.5,+,protein_coding,PHF13
1,6684926,6695646,ENSG00000041988.11,+,protein_coding,THAP3
1,6694228,6761984,ENSG00000007923.11,-,protein_coding,DNAJC11
1,6784697,6790072,ENSG00000228750.1,+,lincRNA,RP11-242F24.1
1,6812779,6812881,ENSG00000239166.1,+,snoRNA,snoU13
1,6843952,6844903,ENSG00000237436.1,-,antisense,RP11-312B8.1
1,6845384,7829766,ENSG00000171735.14,+,protein_coding,CAMTA1
1,6894393,6894678,ENSG00000227950.1,-,pseudogene,RP11-312B8.2
1,7068436,7074339,ENSG00000237365.1,-,antisense,RP11-334N17.1
1,7279420,7279584,ENSG00000207056.1,+,snRNA,RNU1-8P
1,7429003,7430331,ENSG00000237402.1,+,sense_intronic,CAMTA1-IT1
1,7442548,7449814,ENSG00000237728.1,-,antisense,RP3-453P22.2
1,7501156,7501614,ENSG00000225126.1,-,antisense,RP4-549F15.1
1,7753184,7754904,ENSG00000270171.1,-,lincRNA,RP11-338N10.1
1,7758363,7758932,ENSG00000270035.1,-,lincRNA,RP11-338N10.2
1,7760764,7761030,ENSG00000269978.1,-,lincRNA,RP11-338N10.3
1,7831329,7841492,ENSG00000049245.8,+,protein_coding,VAMP3
1,7836443,7836835,ENSG00000269925.1,+,sense_intronic,RP3-467L1.6
1,7844380,7905237,ENSG00000049246.10,+,protein_coding,PER3
1,7870302,7887402,ENSG00000236266.1,-,antisense,RP3-467L1.4
1,7903143,7913572,ENSG00000049247.9,-,protein_coding,UTS2
1,7979907,8000926,ENSG00000049249.4,-,protein_coding,TNFRSF9
1,8002432,8002786,ENSG00000270330.1,+,pseudogene,RP5-892F13.2
1,8014351,8045565,ENSG00000116288.8,+,protein_coding,PARK7
1,8042941,8043043,ENSG00000200344.1,-,misc_RNA,Y_RNA
1,8064464,8086368,ENSG00000116285.8,-,protein_coding,ERRFI1
1,8086798,8182762,ENSG00000238290.1,+,lincRNA,RP11-431K24.1
1,8117305,8118523,ENSG00000232848.1,-,pseudogene,CTA-215D11.4
1,8249884,8252830,ENSG00000229305.1,+,pseudogene,RP11-431K24.2
1,8266494,8266657,ENSG00000200975.1,-,snRNA,RNU1-7P
1,8268732,8275270,ENSG00000227634.1,+,lincRNA,RP11-431K24.3
1,8278250,8280589,ENSG00000233645.1,-,lincRNA,RP11-431K24.4
1,8335184,8335438,ENSG00000265414.1,-,misc_RNA,RN7SL729P
1,8352217,8352323,ENSG00000251977.1,-,snRNA,RNU6-991P
1,8377886,8404227,ENSG00000162426.10,+,protein_coding,SLC45A1
1,8388127,8388239,ENSG00000252254.1,+,misc_RNA,Y_RNA
1,8412457,8877702,ENSG00000142599.13,-,protein_coding,RERE
1,8484705,8494898,ENSG00000232912.1,+,antisense,RP5-1115A15.1
1,8571854,8571978,ENSG00000221083.1,-,snoRNA,SNORA77
1,8572712,8573080,ENSG00000270282.1,+,pseudogene,RP5-1115A15.2
1,8810489,8811146,ENSG00000234619.1,+,pseudogene,RP4-633I8.1
1,8846270,8846972,ENSG00000224315.2,-,pseudogene,RP4-633I8.2
1,8856633,8856731,ENSG00000222511.1,-,misc_RNA,Y_RNA
1,8858534,8859565,ENSG00000226545.1,+,pseudogene,RP4-633I8.3
1,8865919,8867110,ENSG00000228423.2,-,lincRNA,RP4-633I8.4
1,8891066,8891434,ENSG00000229716.2,+,pseudogene,RP11-185B14.1
1,8921061,8939308,ENSG00000074800.9,-,protein_coding,ENO1
1,8935847,8938066,ENSG00000236269.1,-,sense_intronic,ENO1-IT1
1,8938894,8939953,ENSG00000230679.1,+,antisense,ENO1-AS1
1,8943486,8943592,ENSG00000201725.1,-,snRNA,RNU6-304P
1,8953468,8954210,ENSG00000238249.1,+,pseudogene,HMGN2P17
1,8967452,8967803,ENSG00000232208.2,-,pseudogene,RP3-477M7.5
1,8969801,8969963,ENSG00000232663.2,+,pseudogene,RP3-477M7.6
1,9005926,9035151,ENSG00000131686.10,+,protein_coding,CA6
1,9039637,9039933,ENSG00000265141.1,-,misc_RNA,RN7SL451P
1,9063359,9086404,ENSG00000197241.3,-,protein_coding,SLC2A7
1,9095166,9148537,ENSG00000142583.13,-,protein_coding,SLC2A5
1,9142755,9142938,ENSG00000252404.1,+,snoRNA,SCARNA16
1,9160364,9189229,ENSG00000180758.10,-,protein_coding,GPR157
1,9211727,9211836,ENSG00000207865.1,-,miRNA,MIR34A
1,9242066,9262678,ENSG00000228526.2,-,lincRNA,RP3-510D11.1
1,9242263,9252148,ENSG00000234546.2,+,lincRNA,RP3-510D11.2
1,9294834,9331396,ENSG00000049239.8,+,protein_coding,H6PD
1,9338450,9338592,ENSG00000252841.1,+,miRNA,Z98044.1
1,9352939,9429591,ENSG00000171621.9,+,protein_coding,SPSB1
1,9497728,9497837,ENSG00000252956.1,-,rRNA,RNA5SP40
1,9561151,9563530,ENSG00000235263.1,-,lincRNA,RP13-392I16.1
1,9599541,9645237,ENSG00000171612.6,+,protein_coding,SLC25A33
1,9636485,9637043,ENSG00000231181.1,+,pseudogene,RP13-15M17.1
1,9648932,9674935,ENSG00000188807.8,+,protein_coding,TMEM201
1,9711790,9789172,ENSG00000171608.11,+,protein_coding,PIK3CD
1,9712668,9714644,ENSG00000179840.5,-,protein_coding,C1orf200
1,9720886,9722684,ENSG00000233268.3,-,pseudogene,RP11-558F24.2
1,9732484,9747613,ENSG00000231789.2,-,antisense,RP11-558F24.4
1,9789084,9884584,ENSG00000171603.12,-,protein_coding,CLSTN1
1,9840880,9841298,ENSG00000271264.1,+,pseudogene,RP11-558F24.6
1,9908334,9970394,ENSG00000178585.10,-,protein_coding,CTNNBIP1
1,9908376,9910212,ENSG00000223989.1,+,antisense,RP11-84A14.5
1,9982173,10003465,ENSG00000162441.7,-,protein_coding,LZIC
1,10002981,10010032,ENSG00000228150.1,+,sense_intronic,RP11-84A14.4
1,10003486,10045559,ENSG00000173614.9,+,protein_coding,NMNAT1
1,10007376,10007694,ENSG00000202415.1,+,misc_RNA,RN7SKP269
1,10027439,10027516,ENSG00000265521.1,+,miRNA,MIR5697
1,10043199,10044626,ENSG00000241326.1,+,sense_intronic,RP11-807G9.2
1,10057264,10076078,ENSG00000162444.11,+,protein_coding,RBP7
1,10078085,10078592,ENSG00000225786.2,-,pseudogene,AL590639.1
1,10092890,10241297,ENSG00000130939.14,+,protein_coding,UBE4B
1,10114503,10114839,ENSG00000224340.1,-,pseudogene,RP11-496H15.2
1,10118729,10119706,ENSG00000233623.2,+,pseudogene,PGAM1P11
1,10223326,10223432,ENSG00000201746.1,+,snRNA,RNU6-828P
1,10270863,10441661,ENSG00000054523.12,+,protein_coding,KIF1B
1,10287776,10287861,ENSG00000264881.1,+,miRNA,MIR1273D
1,10359024,10359130,ENSG00000199562.1,+,snRNA,RNU6-37P
1,10366523,10366813,ENSG00000264501.1,+,misc_RNA,RN7SL731P
1,10450059,10450353,ENSG00000265945.1,+,misc_RNA,RN7SL721P
1,10458649,10480201,ENSG00000142657.16,+,protein_coding,PGD
1,10489938,10490734,ENSG00000271989.1,-,antisense,RP4-736L20.3
1,10490159,10512210,ENSG00000175279.17,+,protein_coding,APITD1
1,10490159,10512210,ENSG00000251503.3,+,protein_coding,APITD1-CORT
1,10509776,10511959,ENSG00000241563.2,+,protein_coding,CORT
1,10516579,10532583,ENSG00000160049.7,-,protein_coding,DFFA
1,10518612,10519395,ENSG00000203469.2,+,antisense,RP5-1113E3.3
1,10532345,10690815,ENSG00000142655.8,+,protein_coding,PEX14
1,10676893,10677170,ENSG00000243267.2,+,misc_RNA,RN7SL614P
1,10696661,10856707,ENSG00000130940.10,-,protein_coding,CASZ1
1,10699298,10714390,ENSG00000272078.1,+,antisense,RP4-734G22.3
1,10955818,10956055,ENSG00000225158.2,+,pseudogene,RP11-340B24.3
1,11006528,11042094,ENSG00000175262.10,-,protein_coding,C1orf127
1,11051035,11051854,ENSG00000215785.2,-,pseudogene,CFL1P6
1,11058233,11058320,ENSG00000264181.1,-,miRNA,AL713997.1
1,11059919,11060002,ENSG00000207213.1,-,misc_RNA,Y_RNA
1,11072414,11085796,ENSG00000120948.11,+,protein_coding,TARDBP
1,11086580,11107290,ENSG00000009724.12,-,protein_coding,MASP2
1,11089716,11090585,ENSG00000271895.1,+,antisense,RP4-635E18.8
1,11114641,11120081,ENSG00000116649.5,-,protein_coding,SRM
1,11126675,11159938,ENSG00000171824.9,-,protein_coding,EXOSC10
1,11128528,11133154,ENSG00000226849.1,+,antisense,RP4-635E18.7
1,11159732,11162157,ENSG00000230337.1,+,antisense,RP4-635E18.6
1,11166592,11322564,ENSG00000198793.8,-,protein_coding,MTOR
1,11203955,11209594,ENSG00000225602.1,+,antisense,MTOR-AS1
1,11212407,11212509,ENSG00000253086.1,+,snRNA,RNU6-537P
1,11229564,11229670,ENSG00000271794.1,-,snoRNA,snoU13
1,11249398,11256038,ENSG00000171819.4,+,protein_coding,ANGPTL7
1,11286311,11286417,ENSG00000207451.1,+,snRNA,RNU6-291P
1,11293020,11293169,ENSG00000238173.1,+,pseudogene,RPL39P6
1,11333263,11356106,ENSG00000120942.9,+,protein_coding,UBIAD1
1,11338673,11339408,ENSG00000238199.1,-,pseudogene,UBE2V2P3
1,11485314,11485878,ENSG00000224338.2,-,pseudogene,RP11-149P14.1
1,11539223,11597641,ENSG00000204624.6,+,protein_coding,PTCHD2
1,11669588,11673412,ENSG00000235643.1,+,lincRNA,RP1-69M21.2
1,11708424,11715842,ENSG00000116661.9,-,protein_coding,FBXO2
1,11714432,11723384,ENSG00000132879.9,+,protein_coding,FBXO44
1,11724181,11734411,ENSG00000116663.6,+,protein_coding,FBXO6
1,11734537,11751707,ENSG00000116670.10,-,protein_coding,MAD2L2
1,11751786,11785914,ENSG00000162490.6,+,protein_coding,DRAXIN
1,11796141,11814859,ENSG00000177674.11,+,protein_coding,AGTRAP
